start	end	text
329260	330840	何が起きたかっていうと
330840	335180	当時通常学級の中には障害者はいないっていうのが
335180	339980	基本的にインクルーシブ教育をしない限りはいないっていうのが
339980	341440	定義だったところから
342400	344340	法律が変わって概念が変わって
344340	346860	実は通常教育の中にも
347260	349240	障害児が実はいるんだよと
349240	351620	発達障害の子どもたちがいるんだよっていう風に
352060	356740	社会の認識が上塗りされたというか
356740	359020	そういう時期だったので
359020	361960	結構現場大混乱だったんですよね当時って
362840	364820	学校の教員の先生もそうだし
364820	366920	我々みたいなカウンセリング業務するところにも
367960	372300	それまでだったらいわゆる障害児の相談室と
372300	374160	健常児の相談室みたいなのは
374160	375700	結構きれいに分かれてたところから
375700	378440	その垣根がどんどん崩れていくみたいな
378440	384100	そういう時代の中でいろんな子どもたちを見てまして
387160	388640	何を思ったかっていうと
388640	391900	これもちょっと相談室の中でできることには限界あるわと思って
391900	393580	かかるし頃の私がですね
395820	398380	まだ20年経たないかな17年前に
398760	403460	臨床心理の仲間たちと学習支援の授業を始めたんです
403460	404180	勢いで
406000	410300	それは今関西でもアスハナ先生っていう名前の授業として
410300	414500	私の後輩心理師が授業責任者を引き継いでずっとやってますけども
414500	416640	それの立ち上げをやり始めて
417160	423320	そこでいろんな子どもさんとか保護者の方とかに出会うことになったんですね
423320	427360	その学習支援という形でいわゆる塾家庭教師ですね
427360	431780	っていう形で始めてその枠で子どもたちと関わってきたので
431780	435880	学ぶっていうこととずっと向き合いながら
435880	437400	子どもたちと関わってたんですよ
439300	443620	だからなんかちょっと聞いとったのと違うって感じがありまして
444360	449620	というのは例えば学習障害とされるお子さんっていうのは
449620	451620	教科書的には文字通り
451620	454820	学習するというスキルにおいてのみ
454820	457800	特異的な機能障害があって
457800	459520	学ぶことができないんだと
459520	461400	読み書き計算ができないんだ
461400	464600	みたいなのが教科書的な学習障害の定義なんですけども
465540	467120	まあ出会わないんですよ
468260	469880	きれいにそれだけに
472700	474420	全くいないって言ったら弊害があるんで
474420	475940	そうはもちろん言いませんけども
476800	480820	私たちは公教育からほぼれ落ちてしまうタイプの
481520	484800	勉強で困っているとか学習の面で困っている子どもたちばっかりが
484800	488640	集まってくる学習支援の教室なんだけども
489260	492000	機能としてスキルとして
492560	495260	何をどうしたところで学べない子なんて
495260	496560	ほぼ出会わないんですよね
498820	501020	これはなんだって思ってたんですけど
501900	506320	つまり要は学び方が合ってなかっただけだね
506320	508860	って結論になる子がめちゃくちゃ多いんですよね
511740	515280	だし自分なりの学び方を見出していくと
515840	517040	まず一番大事なのは
517040	518920	学ぶってことが大嫌いだったところから
518920	521100	もう嫌で嫌で仕方がなった子たちが
521100	524180	ちょっとずつ意識が変わっていくっていうことが起きてきて
524580	526640	そうするともちろん学力って意味では
527100	528580	すごく伸びる子もいれば
528580	530560	なかなか苦戦し続ける子もいますけど
530560	532520	少なくとも学ぶってことが
532520	534220	苦痛で苦痛で仕方がないとか
534220	535960	嫌で嫌で仕方がないみたいな子は
536600	539400	すごく少なくなっていくわけなんですよ
540300	541840	こういうところから
542540	546680	あれって何が聞いてたのと違うみたいな話だと
548060	552400	あとはいわゆる発達障害と呼ばれている子どもたち
552400	555500	特に私の場合は自閉スペクトラム
555500	556980	昔でいうところのアスペルガーとか
557660	559860	高機能自閉症といった子たちですね
560380	564900	今は自閉スペクトラム症という風な診断名になりますけども
564900	568160	私は自閉傾向のある子どもがめっちゃ大好きで
568160	570320	可愛くて仕方がないタイプなんですけど
572280	573800	そんな人間がやってるからか
573800	575260	生徒さんも多いんですよ
575260	577420	自衛傾向のある方が多かったんですよね当時ね
578380	581200	これもねやっぱり関われば関わるほど
582040	583880	聞いてたのと違うというか
584660	588160	自衛省って精神学的な定義で言うと
588160	590800	コミュニケーション能力が根本的に欠如して
590800	594440	人と長期にわたる対人関係を維持することができなくて
594440	596460	他人に対して共感する能力がなくてみたいな
596460	598040	散々なことが書いてあるわけなんですけど
598040	599880	精神学上の診断基準
599880	603300	だけどなんか違うんですね
603300	606620	その言葉で見ると全然ピンと来ないと
609620	612240	なのでこれは何なんだと
612240	614780	私が仲良くなればなるほどというか
614780	617540	関わりに最初めちゃくちゃ苦労したんですけど
617540	619120	なんとなく見えてくると
619600	622400	これは違う文化が違うんやって思うようになったんですね
622920	625740	異文化コミュニケーション上で起こるコミュニケーションのエラー
625740	626740	トラブルと一緒やと
629240	631220	だから異文化同士が出会った時って
631220	633640	お互いが異文化者だって認識しないと
633640	635940	なんでこんなこと言うんやみたいな感じの
635940	639220	あったりしますよね海外の人とだとね
640480	643780	そういうことが日々起きているだけなんだ
643780	646960	っていう認識になったんですよ
648280	651820	要はこの話と実際に出会って触れれば触れるほど
651820	653720	聞いてたんと違うぞと
653720	658040	実体で感じる実感と教科書的な定義には
658040	659480	すごくズレがあるぞっていう
660520	664520	そういう感覚を持ちながら日々過ごしていて
665120	668980	そこでニューロダイバーシティっていう概念に出会ったんですね
669520	670420	その親も
670420	673380	そっちが好きだったんですね
673740	675240	違和感を感じたのが
675640	677080	そうです違和感とか
677080	679340	私なりにこういうことだろうみたいな
679340	682160	学ぶ能力が低い子なんて
683280	687080	それが少なくとも障害を負ってる子なんてあんまではなくて
689240	692420	大体において学び方の問題だったと
693400	695400	自閉症のコミュニケーションの問題も
696860	699200	いやいやこの子自身の能力が低いみたいな
699200	700980	っていう見方はちょっと合わないだろうとかっていう
700980	704260	違和感とか自分なりの整理みたいなのは先あって
704800	707480	その後にユーロダイバーシティって言葉と出会った時に
708960	711520	その時の感情体験をすごく覚えてるんですけど
711520	713500	めちゃくちゃホッとしたというか
714220	717280	もう名前ついてるやんっていう感覚だったんですね
717280	719800	自分の思ってたことには
720260	721820	すでに名前あるやん
722440	726220	しかもそれは私がもう今可愛くて仕方がない
726220	730480	J.H.スペクトラムの子供たちの10年後20年後の姿
730480	737240	大人たちが作った言葉だっていう歴史的背景なんかも知ったら
739480	741620	これはちょっとって思って
741620	744760	そこからですねこの沼にハマっていったのが
746840	749360	自分の中で安心したっていう段階から
750040	753480	世の中に発信しようみたいなきっかけとかあったんですか
753480	755300	そこに切り替わったきっかけっていうのは
756180	758000	やっぱりそれはSNSですね
759580	762200	もともとそんな今みたいに
762200	765560	いろんな発信の場を与えてもらえるような立場になれるなんて
765560	766900	思ってなかったので
767380	770900	SNSで細々とそれこそビビりながら
770900	773320	いろいろ発信を始めていったら
773940	777900	やっぱり反応があったんですよ
777900	780840	それなりにあったんですよね
781920	784800	それでブログをちょっと始めたりとか
784800	786400	その前に一回ノートしたかな
786400	788600	ノートちょっとだけしてやめて
788600	790660	ブログに切り替えてとかっていう感じで
790660	794040	ちょこちょこちょこちょこと発信をしていって
795420	801220	そしたらある程度のいろんな反響みたいなものが生まれてきて
801220	803340	その当時で言ったらちっちゃな反響ですけども
804660	810720	そこからそれこそ先ほどお話しした2020年に出版したニューロダイバーシーの教科書
810720	812480	私の一番最初の本なんですけども
812480	815600	それを出版する話になったっていうところからも
815600	819280	本当に発信側に変わっていったっていう感じですね
823080	824560	村中さんから見て
825100	826100	教育現場に
826760	828680	ラーニングダイバーシティの視点が
829200	831340	重要だと思うのはどうしてなんですかね
833220	833580	そうですね
833580	835660	もうちょっと正確にお話をすると
835660	837440	私が見てた子どもたちっていうのは
837440	839600	学習状態の診断ついてる子
839600	841000	ついてないグレーの子
841000	842240	ついてないけども
843020	843840	苦手な子
844360	846060	正直まだってたんですけど
846060	848260	正直そのラベリング
848260	849720	診断がついてるついてない
849720	852340	グレーないとかっていう
852340	854840	ラベリングってあんま関係なかったんですよね
854840	855960	正直に
856800	857740	それよりかは
857740	859620	この子がどういうところで
859620	860720	うまくいってないかとか
862120	863740	どういうことに
863740	864600	なんだろうな
866540	868300	つまずいてるというよりかはね
868300	870100	こだわっちゃってることも多くて
870940	872520	支援をしている中で
873060	874080	すごい困るのが
875620	875980	例えば
875980	877640	学習支援の現場で
877640	879500	こういうやり方もあるよとか
879500	881520	こういう風にしてみていいんじゃないみたいな話を
881520	882420	子供にした時に
883220	885120	傷ついちゃってる子ってめちゃくちゃ
885120	886400	ディフェンシブルになってるから
886900	889660	学校で教わった習い方じゃないから嫌だとか
890360	890680	なんか
891700	894040	わかります?学校で習ってないやり方を
894040	895480	することに対してめちゃくちゃ
895480	896860	抵抗があるとか
897560	899740	今ってだから学校でもう習ってない漢字
899740	900980	書かせないとかあるじゃないですか
900980	902360	自分の名前ですだって
902360	904900	習ってないからひらがなで書きなさいとかって
904900	907080	あれ本当に偏愛が強くて
909280	911540	それでやるとですね
911540	913180	我々めっちゃ困っちゃうわけです
913180	915440	どう考えてもこの子はこっちの方が合ってるし
915440	917700	実際やってみたらうまくいくんだけども
917700	920380	心的なハードルが高くてできない
920380	923760	それを選択できないみたいな事例に出会うと
923760	927140	これもうちょっとなんとかならんのかいねっていう風な
927640	930940	そういう気持ちにはありましたよね
932160	934720	ただね今こう私偉そうに
934720	937520	もちろんこの本も書きましたし
937520	939340	公教育に対していろいろ提言も
939760	941220	今はしている立場ですけど
941560	944980	先ほどお話したように最初怖くて怖くて仕方がなかったし
945520	949460	正直公教育を変えていくみたいなことのイメージは
949460	951160	ずっと結構持ててたかった
951160	954200	これはニューラルダマスティック概念を知って学んで
954200	956340	実感として学習心を持ってたとしても
956340	960100	どちらかというとオルタナティブに教育現場を作っていく
960940	962440	にしか発想がなかった
962860	964800	公教育変えるなんてできないし
965360	968260	もっと言えばたくさんの子を学ぶときに
969720	970580	どうしてかわからなかった
970580	974200	私たちの学習支援って基本的に1対1とか1対2みたいな
974540	977940	少人数の対応だからできてることもたくさんあったわけなので
978660	981980	この意味では公教育にそれを持っていけるのかみたいなことに関しても
981980	986180	正直私はもう怖くて怖くて仕方がなかったし
986720	988600	イメージが持っててなかったんですけど
988600	992960	それをひっくり返したのがやっぱり工藤先生ですよ
994200	996720	優先生の発信が始まって
998280	1001280	その後にトマノイトク先生もそうだし
1003120	1006540	ああいう改革者の人たちの発信が出てきて
1007120	1010800	なんとなくこういうことかみたいなこととか
1012200	1016500	確かに公教育でたくさんの子どもたちがいる場でも
1016500	1032480	でも、子にあった学びってことは確かに実現可能だよなとか、そんなことを思い始めたのがおそらく工藤先生が私の中ですごく衝撃的だったのがあって、これ言ってもいいことなんだみたいな感じになって。
1034520	1036860	ちょうどたまたまその時に
1037460	1040120	育ちの科学っていう半年に1回出る
1040860	1044720	学術系の雑誌があるんですけども
1045920	1047280	日本フェオローシャンさんが出してる
1047280	1050360	そこで伝説を持たせていただくことになって
1051460	1056760	半年に1回8000字程度の原稿を書くテーマに
1056760	1058860	ラーニングダイバーシティを選んだんです
1059420	1060780	私はそこから
1061440	1063580	それこそ福田さんが先ほど言っていただいた
1063580	1064760	ラーニングダイバーシティブ系っていうのは
1064760	1066800	その5年間の連載
1066800	1070660	結局全10回5年間連載をするわけなんですけども
1070660	1072900	それを可筆修正して本にしたので
1073480	1076180	要は私の中で5年間ずっと
1076180	1078420	私も学びながら
1079020	1081080	試行錯誤を考えながら
1081080	1083380	考えてきたことを一冊の本にしたっていう
1083380	1084720	そういう感じですね
1085760	1086760	さっきあった
1086760	1090220	学び方をどう身につけていくかっていうところで
1091080	1092200	学校教育で
1092200	1094760	対集団に対してどうするかとか置いといて
1095460	1098020	村中さんが一人一人子供を見てきた中で
1099000	1100240	この子にあった学びを
1101240	1102520	どう見つけていくかみたいな
1102940	1106320	っていうのはどういう風なプロセスでやっていったんですか
1108620	1110540	これ私だから教育関係で
1110540	1113300	ランニングダイバーシティに関する講演とか研修とか
1113300	1114420	させていただいた時に
1114420	1117320	結構品質するご質問なんですよ
1117320	1118600	今の福田さんのご質問で
1119640	1123300	私の学び方の対応なのは分かったと
1123300	1125580	どうやって見つけていって教えてあげればいいんですか
1125580	1127260	みたいな質問ってよく出るんですけど
1127260	1130320	そこには私も答えをいつも一言で決めてて
1131160	1132540	邪魔すんなって答えてます
1134860	1139640	そもそも教員が子どもたちの学び方を見つけてあげて
1139640	1142220	そのあった学び方を指導してなくちゃいけない
1142220	1144480	っていうこと自体があんまりランニングダイバーシティじゃないんですよね
1144480	1145180	発想として
1150600	1152080	そこまで言わなかったら
1152080	1154860	もちろん大人が手助けができる部分はあるにしても
1155420	1158900	まずはやっぱり本人の試行錯誤がベースなんですよ
1158900	1160640	それ以上のものはないんです
1162380	1164800	もうちょっと言うと子どもたちって
1165320	1167840	その学び方の多様性っていろんなところからきますけども
1167840	1169740	一番ベースになるのは認知の多様性ですね
1169740	1173140	その人の情報処理システムの特徴みたいなものが
1173520	1176900	その人に合った学び方と直結するってことを考えると
1176900	1180460	実はその人が何かをやろうと思った時に
1180460	1182040	自然に出てくるやり方が
1182040	1185060	実はその人にとって一番合うやり方である可能性は高いんですよね
1185700	1186340	へー
1188060	1189800	だからそう考えると
1190800	1194320	問題というかチャレンジする課題が先にあって
1194320	1196220	みんながそれぞれに思う
1196220	1198660	それぞれが自由に自然に出てくるやり方で
1198660	1199920	まずはやろうとしてみると
1201140	1203940	それで多分ポコってできちゃう子もいるんですよ
1204560	1206600	もちろんできない子に関しては
1207600	1210940	いろんな手立てでサポートしていくとか
1212820	1215300	そういうことは必要なんだと思うんですけど
1215300	1218920	どっちかっていうとそっちに労力を格索できてあって
1220020	1224020	今ってやり方をまず全部教えてからやらせる
1224020	1227620	みたいな感じの部分が強すぎるというか
1229300	1230680	そんな風に思ってますね
1231680	1231960	なるほど
1233260	1233540	例えば
1235020	1235560	そっか
1237540	1238100	僕ら
1238100	1239920	学校現場で言われてたのが
1241080	1242160	クールに行って
1243320	1244060	子供たちが
1244820	1246360	泳ぎ方を学ぼうとすると
1246660	1246940	すごい
1247920	1250140	例えばこの25メートル達成しようとか
1250140	1252020	クロールしようとか広い泳ぎしようとかって
1252020	1254080	ある程度の枠組みがあって一個一個クリアしていく
1254080	1255280	みたいなイメージあると思うんですけど
1256000	1262260	それが海に出て自由に泳いでいいよって言われると怖いみたいな
1262260	1265000	要は自由すぎるの怖いみたいなのってよく言われて
1265000	1267240	僕もそれ実感している部分があって
1268160	1272080	教員が教えない邪魔しないみたいなのって
1274760	1277260	あんまりイメージは湧かなくてやっぱり
1278240	1279140	分かります
1279140	1281080	今言った話っていうのは
1282260	1284720	出発点の起点のスタート地点が
1284720	1285560	2つあって
1285560	1288000	1つは全くゼロベースから
1288000	1290900	学び方をチャレンジしていく状況と
1291480	1292360	もう1つは
1292360	1295500	学び方が固定化される環境に
1295500	1297160	馴染んでしまった人が
1297680	1298480	そこから
1299360	1300640	自分なりの習い方を
1300640	1302040	見つけていく状況とで
1302040	1304200	やっぱりだいぶ違うんですよね
1305260	1305660	なるほど
1306660	1308660	福田さんがおっしゃってるのって
1308660	1309880	どちらかというと
1309880	1313280	一度肩にはめられて学ぶっていうことに
1313900	1316140	なじみきった子どもたちが
1316760	1318280	じゃあここから先は
1318280	1320920	あなた自由に学んでいいよって言われて
1320920	1322900	どうしていいか分かんないみたいなことが
1322900	1324300	やっぱりちょっとイメージできて
1324300	1325760	それはもう本当にあると思います
1327540	1329000	前提が違えば
1330020	1333000	自由でも自分で学んでいけるっていう
1333000	1333540	なるほど
1335240	1338740	最初からこれやってみとか
1338740	1340120	とかこれできるようになったらいいよね
1340120	1341260	この問題解いてみとか
1341680	1344540	これできるようになってみっていうことの
1344540	1346680	やり方は自由である
1346680	1348240	というかそもそも
1348240	1350460	やり方を指定されるっていうことを
1350460	1351880	経験したことがない子は
1351880	1353600	それにもちろん違和感感じないですね
1355920	1357220	感じようがないですもんね
1357220	1358660	だって考えてみてください
1358660	1359340	だってそれって
1360520	1362180	密集学児の子供って
1362180	1364420	みんな自由に遊ばされて
1365980	1367420	どこかの大人が
1367420	1368600	よしみんなあの上の
1368600	1371460	あのちょっと岩の上登ってみようって
1371460	1372820	競争なーとかって言って
1372820	1374760	乗れる方分かんないって言わないでしょ
1374760	1377220	登れないって言われる
1377220	1377380	なるほど
1379340	1380900	ちょっと理解できてきました
1380900	1381420	なんか
1381420	1385340	型を得て
1385940	1387920	何かに取り組むっていうのが
1387920	1389580	身についてるから型がないと
1389580	1391400	これどうしたらいいのってなっちゃうけど
1392140	1394100	そもそも型を学んで
1394500	1396180	何か型を使って取り組む
1396180	1398220	みたいなことをそもそもしない場合別に
1399320	1401060	どうしたらいいのって思わないっていうのは
1401060	1401940	そうなのって
1402840	1404420	今の話でいうと例えば
1405220	1409280	これって先ほどの岩登りみたいなイメージしていただくと
1409280	1413580	岩登りするときに岩に目印をつけて
1413580	1415040	ここに足をかけて
1415040	1417980	足と手の目印をかけてやり方を決めて
1418680	1421420	まずあなたたち危ないからこれ通りにやりなさい
1421420	1423280	っていうのを2,3個練習させて
1425040	1427160	その状態に馴染んだ子たちに
1427160	1430300	今度マーキングしてない岩をポンって出して
1430720	1432780	登りなさいって言ったらみんなザワザワ
1433680	1436260	先生どこに手をかければいいんですかって言いますけど
1437060	1438580	それはあくまで最初に
1439020	1441720	手のかけ方足のかける場所を指定するっていう
1441720	1445500	このカルチャーに馴染ませるステップがあったから
1446100	1447320	そうなるだけですよね
1449060	1450400	教育も一緒だと思っています
1451200	1452920	じゃあそれはもう子どもたちが
1454040	1456700	そういうステップを教えられなくても
1457140	1459880	自分たちから学ぶという前提
1459880	1464360	学びのモチベーションとか持っている前提みたいな感じなんですかね
1464780	1467800	ここは今どちらかというと学び方の話なので
1467800	1471240	モチベーションの話は別の話だと思うんですよね
1471780	1476820	だって岩の頂上に登りたいという気持ちがあるかどうかって話は別として
1476820	1479940	岩の頂上を登るときのやり方をどうしますか
1479940	1482820	大人がやり方手や足取り教えて
1482820	1485400	一から学んでいきましょう
1485400	1487460	好きに登っていいから
1487460	1488760	誰が一番上に行けるか
1488760	1490080	用意とんねっていうのと
1490820	1492600	モチベーションの話とはちょっと違うじゃないですか
1492600	1493720	そうですね確かに
1493720	1496540	学び方に限定した時に
1497080	1497440	例えば
1498880	1501000	農業の方法と
1501000	1502360	歴史学んだ時に
1502360	1505120	僕の歴史の知識ベースなんですけど
1505940	1507260	農業の方法って
1507740	1510420	知識伝達で伝わったじゃないですか
1511600	1514780	技術とか文化って教えてもらって
1515240	1518340	それを習って真似してきたみたいな
1518780	1520620	背景でずっと歴史上あると思ってて
1520620	1522260	科学技術もそうだと思ってて
1523620	1526820	ジャングルの中に科学育たないみたいな言葉あるけど
1526820	1529960	自由の中に科学は育たない
1529960	1533120	だから教えてもらって真似してきたみたいな
1533120	1535840	それが結構教育の方法論として
1536960	1538700	受け継がれてきてる気もしてて
1540360	1542040	この高度な文化の中で
1543780	1545100	教えないみたいなのって
1545800	1547620	やっていけるもんなんですかね
1549340	1551180	先ほどの話に戻るんですけど
1551860	1554200	教えないっていうのともとは違うんですよね
1554200	1557160	順番を変えましょうっていう話なんですよね
1557900	1560380	教えてからやらそうとするじゃないですか
1560860	1562220	今の教育って全て
1562220	1564520	しかもその教え方を
1565020	1566540	もうガッチガチに
1566540	1568160	9年間カリクラム組んで
1568160	1569900	順番に決めて
1570620	1572260	やり方が全部決まっている
1572260	1573400	さっきの話で言ったら
1573400	1576460	岩登りのレベル1からレベル100までが
1576460	1578340	全部登り方から何から
1578340	1579560	マーキング全部されて
1579560	1582940	どこに手を足をつけるみたいな感じのことを
1582940	1584640	全部こう準備して
1585200	1587400	それが教育だっていう風になるじゃないですか
1588360	1589000	だけど
1590460	1592260	人間の脳の特徴で言うと
1592260	1594080	もしの効率的な学びは逆で
1594080	1596720	まずチャレンジする状況があって
1597520	1598100	例えばその
1598480	1599620	岩登りだとしたら
1599620	1601680	この高さ目指そうぜみんな
1601680	1604840	めっちゃスルスルって行く子もいれば
1604840	1606440	全然うまくいかない子もいたときに
1606440	1608800	ここで初めて教えるっていうターンが
1608800	1609380	発生するわけです
1611640	1613160	あなたミスしてんの
1613160	1615080	どう考えても足の運び
1615080	1616180	全然考えてへんよね
1616180	1618820	足次どこ運ぶかを考えてみ
1618820	1620820	ここまでいけるけど次一旦ここ
1620820	1623220	足運んでみたらいいんちゃうみたいな
1623840	1624160	なるほど
1625240	1626680	どこでもするっていう
1626680	1628480	ことが出てきます
1628480	1630840	体感としてすごい
1630840	1632120	わかることがあって
1632860	1634620	僕家具の説明書とか
1634620	1637240	読めないんですよプラモデルの説明書とか
1638040	1638980	説明書を全部
1638980	1640600	読んでから作るができなくて
1641180	1643160	家具を組み立てながら疑問が
1643160	1645280	出たら初めて説明書読んだら理解できる
1645280	1646840	みたいなことがあって
1647360	1649360	その感覚と近いのかなって
1649360	1650400	今思いました
1650400	1654280	すごく狭い視点なんですけど
1654280	1656660	例えば受験とかって結構
1657500	1660440	まさにやり方を統一して
1660440	1662520	教える塾とかいっぱいあるじゃないですか
1663400	1664600	村中さんから見て
1665160	1668660	受験とかを乗り切るっていう視点でも
1669260	1672280	子どもたちが自由に学んだ方が
1672800	1674020	そっちの方が
1674900	1677300	力つくものだと思いますか
1678280	1678640	なるほど
1681180	1682940	受験に関しては
1682940	1685980	間に合うかどうかっていう感じですね
1688380	1690300	これはもうちょっと言葉を言うと
1690740	1693680	どの時間軸で子どもの学びを見るかっていうことが
1693680	1694160	まず大事
1696120	1699240	今私がやってる学びの体制を尊重しましょう
1699240	1701580	子どもたち一人一人になったものを選択できる
1701580	1703580	余地を残しましょうっていう話っていうのは
1705240	1707020	究極的な果実としては
1707020	1708740	自分で学べる人
1708740	1711120	大人になっていくってことだと思ってるんですよ
1711800	1712780	私たちは
1712780	1714760	自立した学習者っていう言葉を
1714760	1715220	使って
1717100	1718880	本当に学びの大切音頂とか
1718880	1720640	自立学習者って私たち20年前から
1720640	1721620	ずっと使ってるんですけど
1723360	1724720	20年からず使ってるんですけど
1724720	1726080	ようやく時代が追いついてきまして
1726080	1726500	そうですね
1729320	1730760	自立した学習者
1730760	1732660	っていう言葉を私たちは使っていて
1733300	1737800	これ例えばそれこそ今の福田さんや秋山さんはですね
1738160	1741620	すごく真摯に私もそうですけど学んでおられるじゃないですか
1742000	1746560	大人になってからでもどういうことが本当にいいんだろうかとか
1746560	1751080	私にもうちょっと変わっていける余地は何かないのかとかっていう風な
1751760	1754300	学ぶスタンスじゃないですかね
1755160	1755820	なんですけど
1756660	1759260	これってやっぱり決められたことを決められたように
1759260	1761540	こなしていくっていうことだけやってると
1761540	1763840	大体途中で途切れちゃうんですよね
1766000	1766640	確かに
1767460	1769480	与えられたハードルを超えた時点で
1769480	1770540	追いつきちゃうというか
1772660	1773780	だからそれで言うと
1774240	1776860	日本の今ちょっと元気ないですけど
1776860	1779400	日本という国は結構な要因の中に
1779400	1781740	学んでる大人が少ないっていうのはあると思っていて
1784560	1786160	って考えた時に
1787600	1788600	その多様性
1789820	1790740	私の言葉で言うと
1790740	1793060	ラーニングダイバーシティみたいなことを尊重していくことの
1793060	1795420	人生の果実はどこにあるんだって言われたら
1795420	1795760	私は
