start	end	text
252980	255100	決めれたらいいなと思ったよ
255100	256320	スタンスね
256320	257640	確かに
257640	260980	実際に俺がこれ起きたときに
260980	262240	お兄ちゃんの子供
262240	264100	で起きた時に
264100	266260	どう振るまうかの実際を想像して
266260	267320	考えたら
267320	269780	一つスタンスを明確に
269780	270500	しました
270500	272080	何でしょう
272080	275260	二つだった
275260	278620	一つがどっちが悪いかはジャッジしない
278620	279680	おー
279680	281440	喧嘩について
281440	282920	でも二つ
282920	285280	今どんな気持ちとか
285280	288560	叩いちゃった時
288560	290240	どんな気持ちだったっていう感情を
290240	291520	俯瞰するお手伝いをする
291520	297220	このジャッジせず感情を俯瞰するお手伝い
297220	298440	すごいないそれ
298440	301460	これスタンスを
301460	303580	モータイさんのお悩みに対して
303580	305100	マジで自分が
305100	307740	ティーチャーティーチャーの知識を踏まえて
307740	310520	なんかスタンスを決めようと思ったよ今回
310520	312560	それがこれでした
312560	314260	決めるの大事そう
314260	316480	なんでそれはまずジャッジしないと
316480	317900	感情を言葉にする
317900	320240	なんでその結論になったの
320240	322420	まず1個目は
322420	325680	自分の個人的な特性として
325680	327200	あんまその場で怒るとか
327200	329940	何かその場で指導するとかも
329940	331760	難しいイメージがあったよ
331760	333560	具体的に実際やろうとしたらね
333560	337100	コミック会話とかやるのかなと思ったけど
337100	338540	難しいような気もして
338540	340100	それよりはまず
340100	344140	敵にならないみたいなのが大事やなっていうのが1個と
344140	349100	その上で敵にならないただの優しいおっちゃんでもいいんやけど
349100	352180	なんか前向きになることが
352180	354640	自分にできるとしたら
354640	356600	感情を
356600	357380	引き出して
357380	359080	俯瞰するみたいなことかな
359080	361080	なるほどね
361080	363500	めっちゃちゃんとしてるね
363500	363980	おじさん
363980	367420	そんなおじさんいったら助かるわ
367420	367960	ありがたい
367960	370180	この収録のおかげで確かに
370180	372140	俺このスタンス大事にしようって思った
372140	374200	それさ
374200	377160	質問の親と学校の先生の
377160	378960	違いみたいな話あるけどさ
378960	381160	親としては助かると思う
381160	382980	だって専門
382980	384940	リラックスモードの時に
384940	386700	今自分がさ
386700	389080	おじの時の想像してたらさ
389080	390740	正月帰って
390740	393620	多分ビールも飲んでてさ
393620	395600	その時に
395600	397700	感情の言葉記録するかな
397700	398620	と思った時に
398620	400960	多分俺せんかもと思ったし
400960	401860	結構ね俺
401860	403860	家族とかいる時とか
403860	405520	友達とかいる時とか
405520	408640	あとティーチャーティーチャー村の皆さんとか
408640	410420	ポッドキャスト知ってる方々と会うとき
410420	413120	結構もう先生縫いじゃうんよやめちゃうんよ
413120	415400	だって俺がそれしたら
415400	417360	もう全部俺がする
417360	418760	感じになるけん
418760	419840	確かにね
419840	423560	だっけもう全部やめちゃうやけんね
423560	423960	どう
423960	427080	これ一個ティーチャーティーチャー村の皆さんとか
427080	428660	リスナーさんに聞いとってほしいのが
428660	428980	俺
428980	432200	全くジャッジしてないんですよ
432200	435240	どう関わるかとか
435240	437200	親御さんが子供に接する
437200	438600	時とかってことは
438600	443300	若干俺がおるときって
443300	445820	子供に対する言葉選んでる
445820	447680	選ぶやろなと思ったよ
447680	448880	選ぶやろね
448880	449380	わかる
449380	451040	それは選ぶやろ
451040	455320	俺100%抜いてます皆さん
455320	456800	そうなんだよかった
456800	457600	そんなジャッジの目
457600	460260	もしかしたら学校現場にいるときとかは
460260	462560	先輩の先生なんて言ってんのかなとか
462560	464760	後輩とか同僚とかが
464760	466820	喋ってる言葉聞いて
466820	468000	学んだりとかもしかしたら
468000	470440	自分はこうするっていう意識持つかもしれんけど
470440	472200	オフの時は
472200	473580	全部抜いてるので
473580	475440	なんかどうかまず
475440	478160	いつも通りのスタンスでおっとしなって思った
478160	479100	のがいいこと
479100	481760	本題からずれるけどさ
481760	484740	脱ぐのむずくないと思ってさ
484740	486200	例えば
486200	487440	俺もさ
487440	489780	ポッドキャスト作るのを頑張って
489780	492360	仕事にしてるみたいなのがあった時に
492360	494040	そういう個人で
494040	496220	ポッドキャストやるって時に
496220	499780	ポッドキャストの作り方とかを全部抜いて
499780	503200	その番組を聞くって結構むずかったりするのよ
503200	504340	ああそうなんや
504340	507960	ジャッチしたくないしあんませんのやけど
507960	511680	どうしてもそういう感情とかもあるわけやん
511680	512700	あってしまうわけやん
512700	515900	それはどう折り合いつけてんのか
515900	521240	なんかねもう本当に川に流れる枯葉みたいな感じで
521240	523940	全然うまく表現できなかったけど
523940	525880	普通にさーって流れる感じ
525880	529880	もし評価する自分出てきてもさーって流すね
529880	530920	なるほどね
530920	534760	だってもうそんな仕事してるわけじゃないけどね
534760	537080	その別に保護者の方も
537080	540740	だっけんこんな関係なんだしか思わない
540740	546180	しかも自分の感情言語化するとかも
546180	550000	ほぼ出さないよ普段じゃなくて
550000	553780	マジで困ってるって本人にヘルプ求めてもらったりとか
553780	556920	自分がそれする必要があるなと思った時に
556920	558700	ガガッとするみたいな感じで
558700	559820	なるほど
559820	562540	いっぱいレパートリー持ってるから
562540	565700	言ったら心に余裕がある状態ではあるよね
565700	568160	いざとなったらこうしようがある状態ではある
568160	569640	なるほど
569640	571040	っていうのはあるけど
571040	574960	普段は介入はしない人の
574960	576540	だけどごめん
576540	577680	質問に戻ると
577680	580060	おじさんとしての立場だったら
580060	582360	この場が一番
582360	585680	みんなが明るい状態がいいだろうなと思うけん
585680	586520	保護者としてもさ
586520	589820	保護者としてもここで泣いて喧嘩してってなったら
589820	591240	気使うやん保護者が
591240	595080	だっけそうならんように多分遊ぶと思う
595080	595820	自分が中に入って
595820	597360	なるほど
597360	600740	だって子供同士の遊びに大人入ったら和むんよ
600740	603620	絶対ここで喧嘩なりそうだなと思ったら
603620	605640	ちょっと空気変えたりとかできるけんさ
605640	606440	なるほど
606440	608760	普通に中に入って遊ぶと思う
608760	609440	へー
609440	612080	いいね確かにその場がね
612080	613580	ハッピーじゃなくなるのを
613580	615340	事前に防ぐっていう感じ
615340	617680	だけどあえて
617680	620280	先生としての関わり方って書いてくれたわけ
620280	622520	先生としての関わり方だったら
622520	623440	人種が言うように
623440	625540	もし必要だと思ったら
625540	627360	感情の言語化したりとか
627360	629180	事実を列挙して
629180	631340	コミック会話の時にも書いてあるけどナンバリング
631340	632880	して
632880	635680	まず一緒にトランプしていて
635680	637600	トランプしてる時にこの子が
637600	638680	バカって言葉を使った
638680	641920	バカって言葉を使った時に殴ってしまった
641920	644620	でその時に見られて怒られてしまったとか
644620	647260	4コマみたいな感じでナンバリングして書いて
647260	652020	お互いこの時どんな対応したら喧嘩って起きなかったかなとか
652020	655240	どうしたらもっと仲良く遊べたかなみたいなことを振り返るのは
655240	657520	先生としてはしてたと思う
657520	658120	なるほど
658120	661440	そういうことかちょっと余裕があるなやっぱ
661440	664300	俺はさティーチャーで得た武器をさ
664300	667820	よしこれを使うぜみたいな感じになってもらうけど
667820	670480	確かに一周回るとそうなるよね
670480	671880	必要な時に
671880	675480	武器手に入れたら使いたくなるからさ
675480	677320	それはそれでいいっけ
677320	679100	やってるのは絶対よくて
679100	680940	この間長野に公演行った時に
680940	683580	コミック会話の話ナンバリングの話したらさ
683580	684860	早速実践しましたって
684860	686820	ダイレクトメッセージくれた方がいて
686820	690040	子供たちが一生懸命不正に書いてたよ
690040	691460	事実を書いて
691460	693980	事実と自分の意見を区別して
693980	695180	事実だけを書いてた
695180	696600	それに対して
696600	700100	自分がどうしたらよかったのかまで振り返ってたんだって
700100	701700	なるほど
701700	703860	それ毎日しなきゃいけないっていうより
703860	704900	いざという時に
704900	706940	ちょっと余裕がある時とかに
706940	709440	今日はこういう服としよっかみたいな感じで
709440	710620	使ってもらえたら
710620	713420	テイチャーテイチャいいのかなと思ったりするよね
713420	715460	いいっすね
715460	716160	ありがとうございます
716160	717880	ありがとうございました
717880	721580	続いていきましょうと思ったら
721580	722780	10分くらい経った
722780	725460	早草さんからですね
725460	727920	小児の子供がやりたいことに
727920	728900	集中しすぎて
728900	731600	やってほしいことへの切り替えがなかなかできません
731600	732360	切り替え
732360	736460	普段は声をある程度かければなんとかなるのですが
736460	739700	工作など手を動かし始めると聞こえなくなるらしく
739700	741900	後ほど丸々したかった
741900	744600	例えば先日は一緒にお風呂に入りたかったと
744600	746780	気持ちを崩すことがあったので
746780	748740	双方が納得できるように
748740	751180	どのように時間管理をやっていけばいいのか
751180	753220	アドバイスいただけると嬉しいです
753220	755740	マジ早草さんなんかあったかいよね
755740	759420	なんかさお風呂に一緒に入りたかったっていう
759420	761640	気持ち崩したのに対してさ
761640	764820	アドバイスくれると嬉しいですって言ってる
764820	767780	なんかほんと素敵やわ
767780	770620	俺とか流しちゃいそうやけどさ
770620	773500	それは自分がせんかったけんとか言いそうやけど
773500	778320	こういう風にねこの失敗をどう
778320	781860	次の成長につなげようかっていう風に考えてらっしゃるのが
781860	783740	全力で答えたいなって思うよね
783740	786480	俺のやってみたいことを言って
786480	787880	聞きたい聞きたい
787880	790040	ティーチャーティーチャーを2年半聞いてきて
790040	792220	最前列で聞いた方
792220	794420	これは別に
794420	796980	ティーチャーティーチャーで言ってるとかじゃないかもしれんけど
796980	798580	なんか
798580	800440	自分に対して
800440	803240	子供がこれこれ一緒にしたかった
803240	804920	とか言ってくれたら
804920	807020	俺もしたかったって
807020	808220	めっちゃ言う
808220	810720	そのスタンスだけは
810720	811920	やりたいなって思う
811920	813340	めっちゃいい
813340	815700	いや俺も一生グル入りたかった
815700	817740	なんで入らんやったん
817740	819320	じゃあ次一生入れるようにしようや
819320	820320	っていう
820320	822220	めっちゃいいね
822220	825420	何がいいかってさ
825420	828060	それでどうにかしてあげんのやろ
828060	830120	俺それがめっちゃいい
830120	832260	どうにかはせんねえらしい
832260	834760	なるほどそこなんだ
834760	835980	結局それで
835980	837240	なんかこう
837240	838800	ダダこねったら
838800	840380	ダダこねったらさ
840380	843740	一緒に入れるっていう経験しちゃうと
843740	845600	ただこねるっていうことを
845600	847200	多分繰り返すだけになるんだけど
847200	849640	なんかこの人共感してくれるけど
849640	851000	別に事実変わらんなって
851000	854640	その経験大事なのかな
854640	855640	面白そうやな
855640	858000	なんかめっちゃ共感はしてくれるけど
858000	859300	事実は変わらんけ
859300	861500	自分でどうにかするしかないんだみたいな
861500	863060	ことになりそう
863060	863920	うわーいいね
863920	865580	自立は促しそう
865580	868260	できることあるならやってあげたいけど
868260	874900	一旦俺が明確にしたいスタンスはそれかなって考えたって感じかな
874900	877180	温かい厳しさって感じがする
877180	882360	前ね子供に厳しさが必要かどうかみたいな回も取ったやん
882360	882980	ティーチャーで
882980	887580	その時に厳しさっていうのはどうにもならない経験をすること
887580	890320	っていう定義を確かしたと思うんだけど
890320	896540	そういう経験を通して結局自分しかコントロールできるところなかったりとかするっていうことを学んで
896540	900580	困難に立ち向かっていく力がつくみたいな話をしたと思うんだけど
900580	901640	そんな感じがした
901640	904020	スタンスとして味方なんだけど
904020	906140	どうにもできないことってあるよねって
906140	907380	じゃあどうしたらいいのか
907380	910160	自分で変えるしかないよねっていう学びは
910160	911740	めっちゃありそうで
911740	913120	すごい好きな
913120	913580	ありそう
913580	916740	でもあれよね
916740	919340	具体的に早草さんはこの時間管理を
919340	921560	どうやっていけばいいかっていうところ
921560	923080	言われている
923080	926860	細かいノウハウはあると思うんですよね
926860	929480	例えば教員時代さ
929480	931100	体育の時間
931100	933400	サッカー子供たちがしてる時に
933400	934860	PP終了って言っても
934860	936360	全然やめんことやっぱおると
936360	938500	もう没頭してるから
938500	940820	その時に毎回怒られて
940820	943240	とかかわいそうやけんさ
943240	945060	まず最初に
945060	948100	PP終了の前に5分くらい前に
948100	949840	あと5分で終わるよって
949840	951440	って言って
951440	954600	3分で終わるよとか言っとくと
954600	956140	じゃあこれでラストやねとか
956140	957800	予告をしとけば
957800	959800	結構終わりやすかったりするよね
959800	960660	なるほど
960660	963500	時間って絶対的なものだけど
963500	965960	回数あと何回にするとかって
965960	967340	回数にしちゃって
967340	968840	あと3回とかで言って
968840	971820	じゃあ間に合わんからお風呂入れんねとかって予告をしていくのは
971820	973640	1個勉強に
973640	975940	感覚として掴むのはできそうやなと
975940	977620	思ったよね
977620	979320	確かに具体的やな
979320	982040	かなと思いましたね
982040	984700	時間予告ですね
984700	986180	続いて
986180	987360	幸恵さんです
987360	990480	親のファンタジーマネジメントってどうすればいいですか
990480	992700	自分の悩みというより
992700	994840	身近な人からよく話題に上がるのですが
994840	997460	怒りたくないのについ怒ってしまう
997460	998960	怒りすぎてしまう
998960	1001360	そして自己嫌悪になってしまうということが
1001360	1003160	子育て中にはあるあるだと思います
1003160	1003760	あるある
1003760	1006480	子育てしなくても先生の時に
1006480	1007760	TTでは
1007760	1011100	子供のファンタジーマネジメントというのはありましたが
1011100	1013620	親や祖父母先生などが
1013620	1014520	自分でできる
1014520	1017040	頭に来ても怒りすぎない方法ってありますか
1017040	1019380	ちなみに私はよく聞く
1019380	1020660	アンガーマネジメントの
1020660	1022380	6秒ルールは聞きません
1022380	1024180	稀に訪れる
1024180	1025640	抑えられない怒りの時は
1025640	1027820	それを凌駕するほど腹が立っています
1027820	1029560	そうよね
1029560	1032660	怒りひとしマジでアンガーマネジメントの達人じゃない
1032660	1034400	いやそんなことないんよね
1034400	1036280	だって見たことないもん
1036280	1037720	いやそんなことないよね
1037720	1040200	パニックってることは見たことあるけど
1040200	1041760	そうパニックるんよね
1041760	1043700	怒ってるのはマジ見たことない
1043700	1045420	人に対して
1045420	1047760	相当アンガーマネジメントして
1047760	1050500	俺の中でこれ見たときに
1050500	1051820	自分に置き換えた場合は
1051820	1053740	パニックになって
1053740	1055900	慌ててるときをイメージしてた
1055900	1056900	怒るという
1056900	1059120	相手傷つけてないよね
1059120	1062380	それが若干怒るになる
1062380	1064100	イメージもあって将来的に
1064100	1066760	これに対しては
1066760	1068560	分からんやったんやけど
1068560	1071840	むずいやんアンガーマネジメントって
1071840	1072660	むずいよ
1072660	1073240	そんな
1073240	1077920	これからの提案としては
1077920	1080220	ティーチャーティーチャーで
1080220	1081320	みんなで
1081320	1084340	怒った時これやろっていうのを決めたら
1084340	1085940	例えば水を飲むとか
1085940	1086400	一口
1086400	1089920	ティーチャーティーチャーのみんなでやってる
1089920	1091840	水飲むやつやるかってなるのかな
1091840	1093540	水飲むどうでもいいんやけど
1093540	1097340	なんか今日1個決めるのは大事かなと
1097340	1098200	なるほどね
1098200	1101200	ちょっとなんか心和らぎそう
1101200	1103940	あ、ひとしが水飲むって言ってたなみたいな
1103940	1104860	ちょっとだけ出てきそう
1104860	1108160	一瞬ピョッと出てきてなんかクスッとなりそう
1108160	1111840	水やったらさ買えるやん
1111840	1112940	外でも最悪
1112940	1115900	もう外出しててもめっちゃ腹立ったら
1115900	1118100	もう自販機で水買って飲む
1118100	1121700	これをルーティンにみんなでしませんかっていう提案
1121700	1124740	意外と聞くよね
1124740	1126480	そういうのって
1126480	1129020	なんか俯瞰できるよね
1129020	1129920	うん
1129920	1131580	離れられるときある
1131580	1135300	ガーって滋賀屋が狭くなってるときに
1135300	1136000	ちょろっと人が
1136000	1138500	プーンって虫みたいに来て
1138500	1140780	水の模様みたいな
1140780	1145180	ちょっと来そうちょっと来そう
1145180	1146680	怒ってもしょうがないよって
1146680	1149160	怒ったら後で後悔するよって
1149160	1150620	プーンって来るかもしれん
1150620	1152760	そうね
1152760	1153700	遥はある?
1154040	1154980	俺思ったのは
1154980	1158680	久しく怒ってはないんやけど
1158680	1161140	俺も結構感情タイプやけん
1161140	1163100	学校の教員時代とかやっぱね
1163100	1164440	どんなに
1164440	1166280	そんなアンガーマネジメントスキル持ってても
1166280	1167440	怒ってたよ
1167440	1169100	年に数回は
1169100	1173080	その時に一回として怒ってよかったと思ったことなかったやん
1173080	1173920	全部後悔
1173920	1176780	だってもうあんななんか
1176780	1179140	これ傷ついたやろうなとか思うよ
1179140	1180740	俺が思ったのはもうね
1180740	1182340	怒ってからじゃ遅い気がする
1182340	1184420	いかに
1184420	1187520	怒りにくい環境できるかみたいな
1187520	1188080	なるほど
1188080	1190720	でさ子供と
1190720	1192860	一対一やったらね危ないと思う俺
1192860	1194960	だってもうもし怒りが
1194960	1196520	なんかもうMAXになって
1196520	1198020	手出しちゃったりとかあるかもしれんや
1198020	1201160	いかに一対一を作らないかとか
1201160	1203540	だけど誰かが見てるときって
1203540	1205280	やっぱり理性保ちやすい
1205280	1206080	っていうのがある
1206080	1209660	1対1でその怒りの対象と合わない
1209660	1210640	なるほど
1210640	1212760	みたいな環境作りは
1212760	1215940	親御さんにこれ言っても難しいかもしれないけど
1215940	1217900	これ家族で話し合って
1217900	1219660	ちょっともう今手出てしまうぐらい
1219660	1222280	感情的に整ってないから
1222280	1224520	もうヘルプで
1224520	1226740	ちょっと一緒にここを追ってくれみたいなのが
1226740	1229040	共通認識としてあった
1229040	1231140	リスクマネジメントみたいな感じで
1231140	1232440	アンガーマネジメント
1232440	1234420	怒ってからの対象じゃなくて
1234420	1236360	起こる前の環境設計を
1236360	1237460	いかにするかみたいなのは
1237460	1238740	なるほどね
1238740	1242280	起こってしまうって
1242280	1244280	分かってるんやったらもうその環境を作らない
1244280	1245340	みたいな
1245340	1247000	思うけどどうやろう
1247000	1249740	家族だとねちょっと一対一が
1249740	1251840	状況的に多くなっちゃうわ
1251840	1254360	あるかもやけん
1254360	1256380	できる範囲でって感じやけど
1256380	1257620	そうねなんかその
1257620	1259700	フェーズがあると思うよ
1259700	1261760	全然今は大丈夫っていう時と
1261760	1264100	なんか何回話しても
1264100	1266540	毎回ケンカになっちゃうみたいな時ってあると思うよね
1266540	1269180	時期によって
1269180	1270660	お互いのモヤモヤがある
1270660	1272000	その時はちょっと
1272000	1274040	お迎えとかも今
1274040	1275880	黄色信号やけん
1275880	1278040	変わってくれみたいなのはできたら
1278040	1279520	一番理想よね
1279520	1282840	なんかこれやっぱチームでしたいね
1282840	1283620	なるほど
1283620	1287620	とはいえどうしてもない時ってあるっけんね
1287620	1289020	怒ってしまった時は
1289020	1290680	それこそ
1290680	1293360	漫画マネジメントは距離を取るが一番やけどね
1293360	1294340	絶対に
1294340	1297980	ちょっとでもやもやってきたときにすぐに
1297980	1298880	その場を離れる
1298880	1301260	やっぱり怒りの対象物があったらそれはもう大きくなる
1301260	1302960	一方やと思うけどね
1302960	1305600	あとさ怒った後の
1305600	1306980	罪悪感をもう
1306980	1309340	そこを味わう
1309340	1311760	っていうことにしてもいいかもしれない
1311760	1313300	さすがにきついかな
1313300	1314080	きつすぎるかな
1314080	1315820	でも結局ハルカもさ
1315820	1319300	怒ってよかったこと一回もないっていう体験がある
1319300	1321760	のが重要やなと思って
1321760	1323300	確かに確かに
1323300	1324980	その繰り返しよね
1324980	1327460	それはでもむずいかそれは
1327460	1329380	でもその繰り返しじゃない
1329380	1330420	もう後悔して
1330420	1333720	俺が今リスクマネジメントしようと思っているのも
1333720	1335960	その大後悔があるけん
1335960	1339800	それはあるよね
1339800	1340440	まあそうよね
1340440	1343000	でもその自己起源をしている状態にも
1343000	1346160	それを味わうことに価値があるって思えたら
1346160	1348740	ちょっと楽になったりするかもしれない
1348740	1349740	いい着地
1349740	1350520	いい着地
1350520	1354700	水を一緒に飲めば大丈夫です
1354700	1358200	水を飲む具体的やね
1358200	1361820	本当にうまくいかんことばっかりだと思うんで
1361820	1364100	成長するよね
1364100	1365700	ありがとうございました
1365700	1369040	チョコレートさんですね
1369040	1373040	もうすぐ30歳になる弟のことで相談があります
1374320	1376860	弟は学習障害LDがあり
1376860	1380240	子供の頃から普通学級に通えるものの
1380240	1382420	漢字などは苦手で高学年になると
1382420	1384240	学校には行かなくなり
1384240	1386540	中学は完璧に保健室登校になっていました
1386540	1391540	それでも中学の担任に勧められた相談室に通い
1391540	1392620	友達も作り
1392620	1395900	高校は定時制でそちらも無事卒業しました
1395900	1399900	その後は音楽の専門学校に1年通った後
1399900	1403000	音楽の道には進まずコンビニで働いたり
1403000	1405080	友達が働いている老人ホームで
1405080	1407740	介護士補佐としてバイトをしてはいました
1407740	1415180	ただその環境でも髪の毛の色を地味なものに変えないとダメと言われてやめてしまい
1415180	1417680	その後は7年ほどニートを続けています
1417680	1424860	家族との交流はしますが基本的には自宅のベッドで横になりスマホを見る生活を送っています
1424860	1431240	とはいえ一度働こうと思いコールセンターの面接を受け研修まで行ったそうです
1431940	1436240	ただ研修初日で講師の方が言っていることがさっぱりわからなかったようで
1436240	1439520	孔子にもこんなことできないのできなことを言われ
1439520	1442500	母曰く顔を真っ青にして帰ってきたと言っていました
1442500	1448880	見かねた母がその日のうちに退職するように弟に言って
1448880	1451560	弟は電話で辞めると伝えたそうです
1451560	1455780	最近はずっと拒否していた精神科にも月一で通うようになりました
1455780	1458880	障害年金をもらうためというのもありますが
1458880	1460680	今は父が働いていますが
1460680	1465260	肉体労働系の職人のため働けなくなる日も近そうです
1465260	1472060	その時にどうしようかと今からどうしようと思うと今から働き始めた方がいいのではという思いもあります
1472060	1478740	しかし本人が精神科に通い始めたのは大きな一歩で見守るべきかなとも思っています
1478740	1482520	私は弟にどんな風に声をかけどうすればいいのでしょうか
1482520	1486880	支援団体を調べてみても結局は本人次第となるとは思いますが
1487120	1490260	ただ部屋で寝転ぶ生活からは出してほしいと思います
1490260	1494880	長文失礼しましたアドバイスお願いしますということです
1494880	1500880	だからLDっていう学習障害があって
1500880	1505640	読み書きが苦手だったりとかすると
1505640	1509120	いわゆるこれ分かるでしょっていうことが
1509120	1513300	なかなか本人にとって理解が難しかったりする場面もあるって
1513300	1516080	そういったこと関わってきたことあるんだけど
1516080	1521840	本当なんか説明の仕方どうとかって話しなかった場面もいっぱいあったけんさ
1521840	1526000	俺は実感を伴って伝えたいことが今伝わっている
1526000	1530300	で一回働いてみたものの結構心ない言葉
1530300	1532420	こんなことできないのとかって言われて
1532420	1537860	かなり落ち込んで今は働いていないっていう状況だと思うんだけど
1537860	1540020	具体的なアクションから言うか
1540020	1542160	具体的なアクションから言うと
1542160	1546100	相談したんよね就労支援の方に
1546100	1550580	この間学術の森っていう無料の学習塾をしてる
1550580	1553780	代表の方と話す機会があって
1553780	1556560	今の社会にマッチせず
1556560	1557960	それこそいわゆる
1557960	1559740	企業みたいに勤めた時に全然
1559740	1561800	能力発揮できず
1561800	1564680	自信失ってる人ってどうしたらいいんでしょうね
1564680	1566960	っていう話をした時に
1566960	1569240	就労支援の話をしてくれて
1569240	1572200	就労支援を全然知らなかったんだけど
1572200	1574060	人種も一生この間見に行ったやん
1574060	1574860	学術の森
1574860	1578340	いや別の場所に就労支援の会社に見に行ったやん
1578340	1579680	カムラックさんもそうだし
1579680	1581320	クリエイト様そうだし
1581320	1583760	そこでの姿
1583760	1585560	俺は忘れられんくて
1585560	1587760	いわゆるその障害という
1587760	1589940	診断を受けてる方々が
1589940	1592040	かなり創造性発揮して
1592040	1593840	ITの現場で
1593840	1594680	働いてたやん
1594680	1596900	イメージは
1596900	1599560	作業系なのかなみたいなイメージが
1599560	1600980	一般的にあると思うんだけど
1600980	1603500	かなりITの中で
1603500	1605840	AIを使ったりとかデザインをしてたり
1605840	1606680	とかしてたやん
1606680	1614200	今は就労支援っていう障害の診断を受けてる方が
1614200	1617460	働くことができるような支援を受けられて
1617460	1618840	給料をもらいながら
1618840	1624120	企業に就職していくみたいな道も実は結構あって
1624120	1626360	就労支援を調べて
1626360	1630640	それも結局自分次第っていう風に書いてくれてるんだけど
1630640	1633740	やっぱ審査もあるみたいで
1633740	1636900	ここで働けれるかどうかっていう
1636900	1637980	シンセンもあるんだけど
1637980	1640440	一回見学においでとは言ってた
1640440	1642940	見学に来たら
1642940	1644120	こうやって社会では
1644120	1647300	障害と診断されている人たちも
1647300	1649420	こんなに働けるんだよ
1649420	1650840	ってことが分かるっていう
1650840	1651600	なるほど
1651600	1653980	あるんじゃないかな
