start	end	text
754040	754580	すごい
754580	756400	日々も担当してて
756400	758620	子供がもし暴力とか
758620	760520	感触とか問題行動が起きた時に
760960	763260	くみさんががっつりバンスをついて
763260	764780	やるっていうのもしていて
764780	767300	これも相当な奇跡がいろいろ起きてて
767300	768520	ちょっとこれをまた今度
768920	770700	くみさんにいっぱい
770700	772440	お話を聞く会を取ろうと思ってて
773380	774240	今日はですよ
774240	776140	小野原さんのチャレンジについて
776660	779000	深掘りたいなって思ってて
779840	781100	新しく始めるそうですね
781840	782820	それを今日は
782820	784820	今日は聞こうという回でございます
784820	787100	どんなことやるのか聞いてもいい?
787260	788100	はい、もちろんです
788700	793920	リアルの拠点を佐賀県唐津市に持とうというチャレンジで
793920	794700	ここよね、まさに
794700	794840	ここですね
794840	795700	今まさに座ってて
795700	796640	収録撮ってます
797460	798980	はい、ここDIYして
798980	801140	築50年ぐらいの古民家らしいんですけど
801640	802460	古民家
802460	806580	はい、学生の下宿先をDIYして
807820	810360	唐津の子供たちとか近隣の子供たちが
810360	812960	挑戦したいって思った時に
813540	815440	それに挑戦できるっていう場を
815440	817240	作りたいなって思ってます
817660	819220	中身何するかっていうと
819220	821180	ものづくりと
821920	823440	プログラミングとか
823440	825000	ゲーム制作とか
825000	826680	を通したりして
826680	829320	プチ企業みたいなことを
829320	831080	子供が体験できるっていう
831620	832780	そういうのを
832780	834960	もともとやってる団体さんが
834960	837160	ここに唐津市にあったんですね
837160	838260	イノドロップスさん
839200	839980	村にも
839980	841020	いらっしゃる方
841380	842980	代表の方いらっしゃるんですけど
842980	845560	そこの代表の方と
845560	847380	実は4年前に知り合っていて
848100	849920	ティーチャーティーチャーと出会う前なんですよ
850620	852540	そこから知り合って
853180	854620	スティーム教育
854620	856540	地域課題を
856540	858560	デジタルの力とかを使って
858560	860260	解決するっていうプログラムを
860260	861060	ずっとされていて
861500	862940	そこの方が
863400	866160	カラツに拠点を探していらっしゃったんですよ
866160	867720	どこか拠点できないかなって
867720	870580	そこでちょっと私が偶然この場所を見つけまして
870580	871680	そんなことある?
871840	872480	そんなことある?
874340	877020	一緒に作ろうとして作ってたら
877020	878740	この場所を出会い合わせて作ってたら
878740	882880	ティーチャーティーチャーとしてもここに関わりたいというので
884960	888240	今後一緒にやっていきたいなと思ってます
889060	890700	ティーチャーティーチャー関わる前から
891520	895380	この地元での活動として小野原ちゃん関わってきてて
896100	897660	この拠点を作るってなって
897660	899640	ようやくこれはティーチャーティーチャーとも
899640	901720	交われるんじゃないかっていう
902620	903880	そういう流れやね
903880	904780	流れやね
905300	907380	今だからアイランドシティでやってる
907760	909700	月に2回の居場所運営
910580	912500	リアルな場所でもコンコン運営していて
912500	914260	それをこの場所で使っても
914260	917120	やっていこうっていうことですね
918040	919800	どんな場所にしたいとかあるんですか
920260	920580	そうですね
921220	923720	自分もともと小学校で働いてたのもあって
923720	925080	どんな子がいるかっていうのは
925080	926120	顔が浮かぶんですよ
927600	930420	唐津市の不登校の人数が
930420	931660	逃げてない子たちの人数
931660	933800	352ぐらいいるって言われてるんですけど
933800	936660	いろんな子たちに開かれた場に
936660	938460	していきたいなって思ってて
938840	941120	自分もこの場を使って
941120	944080	サンドラボ唐津っていう名前なんですけど
944620	948140	意味が砂場の実験場っていう意味で
948980	951660	砂場みたいに何度作ってもいい
951660	952660	何度壊してもいい
952660	955140	転んでも何度転んでも痛くない
955600	958440	そんな実験場を作りたいというコンセプト
958440	959020	いいね
960340	962760	そのやり方は今考え中なんですけど
962760	965380	ここでちょっとしたものを作ったりとか
967340	970080	そのチャレンジして作ったものとか
970080	973720	ゲームとかアプリとかを誰かが使ってくれる
974300	978080	そこに対してありがとうっていう言葉を言われたり
978960	980380	価値を感じてもらって
980380	984080	子どもたちも自信を持てる。そんな場所にしたいなって。
984360	985100	いいですね。
986920	992320	改めて、コンコンの目指している方針というか、整理すると、
992800	997540	まず、居場所。居場所っていうのは、どんな存在であってもいていい。
997900	1000560	ここにいていいんだと思えるような場所であって、
1000740	1003100	だから、多様性を受け入れますというのがまず前提としてあって、
1003780	1004700	安心感がある。
1005160	1007060	安心感をどうやって作るのかっていうと、
1007420	1010720	その特性に合った学び方っていうのを見つけていくっていう前提
1011080	1012340	今後はこういう場所だから
1012340	1014380	会わない人は出てってくださいねじゃなくて
1014780	1018040	この子に合った学び方はどんな学び方があるのかを
1018320	1019780	探求する場所であると
1020320	1021160	これが安心
1021440	1023420	その上で人とつながりができる
1023900	1025600	周りの大人もそうだし友達もそう
1025600	1027180	安心つながりがあって
1027840	1029400	その上で挑戦があるっていう
1029980	1033020	教育機関ってどうしても挑戦を求めがちだけど
1033680	1034980	まず安心つながりがあって
1034980	1038080	その上で自分が何したいだろうかって目標を立てて
1038080	1039020	挑戦していく
1040000	1042100	最後に貢献っていうフェーズがあって
1043000	1044640	その自分の挑戦したことで
1044980	1046560	人の役に立つとか
1046560	1049460	人に喜んでもらうみたいなステップを踏んでいるっていうのがあって
1049940	1051500	メタバース根拠もそうだし
1051500	1053040	アイランドシティの根拠もそうだし
1053040	1054620	多分今唐津の話聞いてたら
1054620	1058600	全く同じようなフェーズを頼るんだろうなっていうのを今感じた
1058960	1059240	そうですね
1060500	1061480	ちょっと羨ましい
1062020	1062580	何が何が
1063100	1063380	これは
1063380	1063640	これは
1064180	1066980	いや小野原ちゃん楽しいやろ
1066980	1067160	これは
1068420	1070240	挑戦貢献のテーゼだね
1070240	1072880	最近さ俺も地元で
1073420	1074560	なんかできそうなさ
1074560	1076720	お話もらってるやん
1076720	1078920	俺の高校まで
1078920	1080100	住んでた場所でね
1080500	1082760	やっぱその街全てを知っとんよね
1083280	1084080	全ての
1084080	1086620	住んできたけんさ18年も
1086620	1088880	この道はこういう子たちが
1088880	1089680	通ってるとかさ
1090580	1092620	全部分かった状態で
1092620	1096020	そこの拠点作って子供たちに何かできるって
1096640	1097920	めっちゃ幸せなんよね
1097920	1098820	幸せやね
1099800	1100880	それも楽しみやね
1101940	1106480	自分のルーツがあるとこでやるのもいいと思う
1106480	1109540	やっぱ熱量高いもんね唐津市の活動は
1109540	1112580	もちろんメタバースも熱量高くやってるんだけど
1112580	1113740	そうですよね
1114260	1115060	それはありそう
1116500	1119360	この唐津市のすごい人たちとかと
1119360	1120820	どんどん繋がっていったりとか
1121420	1124520	自分のやってることを聞いてもらうみたいな活動って
1124520	1125940	今までやったことなかったから
1126600	1130200	新しいことに挑戦しまくってるっていう意味では
1132660	1135580	これが楽しいのかって分かりました
1135580	1137680	面白い
1138200	1141360	皆さんもぜひサンドラボカラツのインスタとかも見てほしいんですけど
1141860	1143660	関係者がめっちゃ増えてるね
1144340	1146900	やっぱコンコンもそうだけどさ
1147440	1150100	熱量高く活動してたら
1150100	1151740	いろんな人とつながるじゃん
1152340	1156280	でコンコンも別に狙って議員さんと会ったわけじゃなくてさ
1156280	1158900	コンコンの活動をめっちゃやってたら
1159300	1162720	議員さん来て教育委員会と話が進んだりとかさ
1163280	1165300	いろんな方々とつながっていって
1165300	1166680	うねりができていくやん
1167600	1168860	まさにコンコンもそうやって
1169740	1171760	熱量から人を呼び寄せて
1172460	1173720	どんどん大きくなっていったんだけど
1173720	1176260	カラツもそんな印象を受けてて
1176260	1179660	みんなメンバーが超熱量高くやってるから
1179660	1182400	だからどんどん関係者増えていってるみたいな感じだね
1182880	1183600	本当ですね
1183600	1184880	これ面白いみたいな
1185620	1186680	繋がっていくんですね
1187260	1188420	オーナーシップをね
1188420	1189980	小野原さんが持って
1190540	1192560	この唐津をやっていくっていうところで
1194300	1196460	それは挑戦だねこれから
1196460	1197620	うん 挑戦
1197620	1199660	安心の上での
1199660	1202200	そう 安心 繋がりがあって次挑戦
1202200	1203060	挑戦のフェーズで
1204160	1204880	本当そうですね
1204880	1209020	そうですね、自分がそれがやっぱりできてるからこそ他の子たちにも
1209740	1210880	貢献のところも
1211240	1212200	うん、なるほど
1213120	1214300	なってるんですよ、ちゃんと
1214300	1215540	うまいことなってますね
1215540	1217260	うまいことこの世からなってますよ
1218060	1219460	そこはだから見つけたいね
1219460	1220580	やっぱ子供たち見てると
1221340	1224200	なんか安心して繋がれる場所があったらさ
1224840	1226060	多少戦場に行っても
1226060	1228440	またここに戻ってこればいいやって思えるからさ
1228760	1230940	そういう場所があればいいなとやっぱり思ってて
1232100	1236500	全然学校という場が合わない場合でも
1236900	1240100	この授業面白そうだから受けに行くかみたいな
1240100	1241460	世界線にこれからなっていくから
1241920	1246620	そういう学校の使い方になれる拠点
1246620	1250440	まさに拠点になったらいいなとは思いますよね
1251780	1252420	でですよ
1253380	1256160	メタバースの根本とどう関わっていくのかも
1257120	1258880	話をしておきたくて
1259740	1261940	やっぱりリアルの拠点を開くってなったら
1261940	1265000	メタバースの子どもたちどうなっていくんだみたいな話があって
1265740	1267340	まずそもそもの動機としては
1267340	1269220	僕たちが自治体にどんどん展開しているのは
1269220	1271000	やっぱりメタバースの子どもたち
1271620	1274140	あの学びをちゃんと持続可能なものにしたいっていうのが
1274140	1275860	一番の根底にあって
1275860	1278060	いろいろ新しい活動を展開している
1278840	1279360	チャレンジ
1279360	1281620	見えて実は今後メタバースも
1281620	1283060	今すでにいる子どもたちが
1283820	1285100	ちゃんと継続できるように
1285740	1288360	っていうのを絶対大前提にしています
1289300	1293940	でどういうことかっていうと自治体にはメタバースの居場所
1294640	1298100	メタバースの学び場とセットで拠点を提案しているっていうのがあって
1298580	1301760	要はメタバースの運営に予算が下りる状態を作る
1302920	1307160	そうすることによってちゃんと根本にも自治体から予算が下りて
1308120	1310580	財政的にも安定できるようにするっていうのがあるから
1310980	1312580	唐津もそれを目指していきたい
1314060	1316300	教育委員会の反応も相当良くて
1316300	1317320	うんうんうん
1317320	1319700	コンコン学校と連携するっていう前提だから
1320400	1322260	やっぱさ民間の
1322260	1325160	月謝いただいてやるフリースクールとかだと
1325160	1327320	やっぱ連携しづらさがあるみたいで
1327320	1329340	学校の教育委員会としても
1329340	1332880	そこが突破できてるよねなぜか
1332880	1333420	そうだね
1334180	1336720	それなぜ突破できてるかっていうとやっぱ本当に
1337360	1338900	無料で運営できてるからであって
1338900	1341060	この応援で成り立ってるからっていう
1341060	1342600	本当に応援してもらってるからっていうのが
1343720	1344500	すごい状態
1345100	1349500	500人弱の方々が応援して集まってくれて
1349500	1351860	スポンサーも今16ぐらいに
1351860	1352780	16社
1352780	1355280	16社の会社さんに支えてもらってて
1356660	1358200	こんな未来想像してた
1360260	1361860	いつの間にというか
1362360	1363440	ありがたいよね
1363440	1365760	すごいことですね
1365760	1367800	だって2年半前は
1369240	1371420	私がジョインさせてもらった頃は
1372380	1376480	福岡のどこにリアル拠点持つって物件探してたじゃないですか
1376480	1379560	そう本当よ物件探してたね
1381500	1382960	そんなこともあったのに
1384040	1386740	無料でメタバーステするってなったことによって
1387280	1390960	学校とも教育委員会とも連携できるっていう未来が
1392000	1394020	また地元の話になるけどさ
1394780	1397880	地元を想像するとめっちゃ広いんよね
1397880	1402440	人口密度がかなり広くて人口が少ないけん
1402440	1404860	めっちゃいろんなところに人が点在してて
1405420	1409360	やっぱり田舎ほどメタバースうまく使えたらいいんだろうなって思う
1410380	1412320	ちょうちょうさんがねやろって
1414200	1416620	ちょっと進んだらまたちゃんと報告したいけど
1417280	1418320	なんかやっぱそういう
1418320	1421660	カラツも広いし人口もある程度いるけど
1423040	1426040	広いからメタバースもマッチしたらいいよね
1426400	1426720	そうですね
1429980	1431760	こんだけ何百人の方々にも
1431760	1433080	応援してもらえてる
1433800	1435740	フリースクールってやっぱり社会的な
1435740	1437280	インパクトもあると思って
1437280	1439700	実際に学べてる
1439700	1441140	子供たちの数ってのはまだ
1441140	1443200	わずかなんだけど少ないんだけど
1443980	1445260	これが成り立ってるっていう
1445620	1447760	事実自体が社会のメッセージにも
1447760	1448800	多分なってると思ってて
1448800	1451400	こんだけ学校に会わない子たちを
1451400	1453040	応援してる人がいるんだよっていう
1453600	1455400	それをどんどん増やしていきたいなってのがやっぱり
1455400	1457100	会って改めて
1457100	1459720	いつもありがとうございましたし
1460240	1461580	この世に本当に
1461580	1463040	香港どうより良くするか
1464140	1465540	かなりディスカッションして
1466940	1468480	応援してもらっているからこそ
1468480	1470160	責任もあり
1471920	1473240	探求もあり
1473240	1474960	これからも一緒に
1475640	1476520	学び続けて
1476520	1477900	実装し続けていきましょう
1477900	1479180	というところですね
1481740	1482900	そんなところですか
1482900	1483740	そんなところですか?
1483880	1485280	なんか言い残してますか?
1485420	1486880	あれだね、えっと…
1486880	1487760	クラファンしてます
1487760	1489420	あ、そうやそうや、それやな
1489840	1490440	そうか
1490440	1492780	え、でもでも割ともうすぐ終わる?
1492900	1494220	締め切りがあるから
1494220	1497220	はい、3月24日まで
1497220	1499180	24日で17日にこれ出します
1499180	1500580	なんで残り1週間です
1500580	1503140	皆さんぜひお願いします
1503140	1504140	よろしくお願いします
1504140	1507580	ちょっとサンドラボカラッツで調べてもらったら
1507580	1510340	for goodのページが出てくるので
1511120	1512940	概要欄にも貼っておきます
1512940	1513380	ありがとうございます
1514060	1515440	ちょっと冒頭にも話したんですけど
1515440	1517180	ティーチャーティーチャーはそういうスタッフの
1517580	1519500	個人の探求みたいなのも応援してて
1519500	1520700	くみさんもね
1521820	1524680	地元のPTAでもいろいろやってるし
1526240	1527920	保育園のあれもありましたね
1527920	1528740	保護社会の
1528740	1531400	保護社会もやってますし
1532780	1533420	PTA
1533420	1534940	今副会長でしたっけ
1535560	1536680	副会長やってますね
1536680	1537720	副会長もやってるし
1537720	1539980	福岡市発達デコボコ研究所
1539980	1540700	研究室
1542280	1544100	発達でここが研究室
1544100	1546560	もう運営されていて
1547240	1548120	最近だと
1548120	1550700	4dayの立ち上げも
1550700	1552700	お手伝いしてますね
1552700	1553720	始まりましたね
1553720	1556980	熱量高いですから
1558040	1559020	いろいろ
1559020	1560860	探求挑戦を応援しているので
1561400	1561800	ありがとうございます
1563960	1565380	小野原さんの
1565380	1566180	お母さんも
1566180	1567760	お母さんまでいらっしゃって
1569680	1571260	おのみーさんが
1573520	1574900	教育関係者だったり
1574900	1577220	お寺の住職さんもいらっしゃったり
1577220	1579620	本当にいろんな方に協力してもらいながら
1579620	1581060	進めていきたいと思ってますので
1581440	1583380	これからもよろしくお願いします
1584660	1586620	本当に応援していただけるのが
1586620	1589500	めちゃくちゃ社会的メッセージになっているので
1590380	1594020	ぜひティーチャーティーチャー村に入っていただき
1594800	1597460	一緒にこのビジョンを実現させていただきたいと思います
1597460	1598620	そうビジョンだ
1599000	1603560	こういう風にメタバースと地域の拠点っていうのをどんどん展開していって
1604540	1609000	もう本当に今学びの選択肢がなくて困ってる子どもたちに
1609000	1611520	届けていけるようにしていきたいと思って
1611520	1615440	今3自治体と話が進んでいます
1616060	1619440	こんな感じで全国に拠点を広げていって
1619920	1623460	どこにいても子どもたちが学校以外の選択肢を持っていて
1623920	1626820	学校にいつでも戻ろうとは思えば戻れるし
1626820	1630300	学校じゃなくても学べるような世界線を作っていきたいなと思っているので
1630300	1631840	ぜひ応援よろしくお願いします
1632320	1632680	お願いします
1635160	1636040	失礼します
1636860	1637220	ありがとうございました
1637920	1638280	ありがとうございました
1639600	1639960	ありがとうございました
1641760	1642840	話残したことない?
1642960	1643980	大丈夫です
1643980	1646460	最後になんかハッピーバースデーします
1648100	1650260	ひとしくん誕生日おめでとう
1651420	1652040	嬉しい
1652040	1652420	すごい
1652420	1654460	食べられない人いたらすみません
1654460	1655220	俺知らんやった
